Name,Nickname,URL,Division,Record,Status,Place of Birth,Trains at,Age,Height,Weight,Octagon Debut,Reach,Sig. Strikes Landed,Sig. Strikes Attempted,Takedowns Landed,Takedowns Attempted,Sig. Str. Landed Per Min,Sig. Str. Absorbed Per Min,Takedown avg Per 15 Min,Submission avg Per 15 Min,Sig. Str. Defense,Takedown Defense,Knockdown Avg,Average fight time,Standing,Clinch,Ground,KO/TKO,DEC,SUB,head total,head percent,body total,body percent,leg total,leg percent,First Round Finishes,Fighting style,Leg reach,wins,losses,draws
Michelle Waterson-Gomez,The Karate Hottie,https://www.ufc.com/athlete/michelle-waterson,Women's Strawweight Division,18-11-0 (W-L-D),Active,"Colorado Springs, United States",Joel Diaz Boxing,37,63.00,128.40,"Jul. 12, 2015",62.00,778,1666,10,59,3.63,4.01,1.40,0.70,51%,72%,0.00,858,554,142,82,3,6,9,357,46%,221,28%,200,26%,8,Karate,35.50,18,11,0
Tom Watson,Kong,https://www.ufc.com/athlete/tom-watson,Middleweight Division,17-9-0 (W-L-D),Not Fighting,United States,,40,73.00,185.00,"Sep. 29, 2012",73.00,400,902,,14,4.01,4.41,0.15,0.00,50%,44%,0.15,855,288,105,7,8,8,1,180,45%,88,22%,132,33%,NA,,,17,9,0
Walel Watson,The Gazelle,https://www.ufc.com/athlete/walel-watson,Bantamweight Division,9-5-0 (W-L-D),Not Fighting,United States,,38,71.00,135.20,"Oct. 02, 2011",,68,232,,1,2.10,3.79,0.00,1.39,44%,62%,0.93,487,57,3,8,0,0,0,37,54%,13,19%,18,26%,NA,,,9,5,0
Kyle Watson,,https://www.ufc.com/athlete/kyle-watson,Lightweight Division,16-8-1 (W-L-D),Not Fighting,United States,,43,72.00,155.00,"Dec. 05, 2010",,97,276,,15,3.67,3.25,0.00,0.00,63%,100%,0.00,794,76,21,0,0,0,0,40,41%,37,38%,20,21%,NA,,,16,8,1
Brok Weaver,Chata TUska,https://www.ufc.com/athlete/brok-weaver,Lightweight Division,15-6-0 (W-L-D),Not Fighting,"Jackson, United States",,31,72.00,164.00,"Aug. 13, 2019",73.00,176,272,,10,4.78,4.35,0.41,0.41,46%,67%,0.00,552,87,86,3,2,9,3,74,42%,64,36%,38,22%,NA,Striker,41.00,15,6,0
Jonavin Webb,The Spyder,https://www.ufc.com/athlete/jonavin-webb,Welterweight Division,8-2-0 (W-L-D),Not Fighting,"Camden, United States",,33,70.00,169.50,"May. 09, 2015",71.00,44,144,,16,1.47,2.27,2.50,1.00,65%,40%,0.50,900,31,9,4,2,2,4,32,73%,10,23%,2,5%,NA,,41.00,8,2,0
Royston Wee,,https://www.ufc.com/athlete/royston-wee,Bantamweight Division,4-1-0 (W-L-D),Not Fighting,Singapore,,36,67.00,137.00,"Jan. 04, 2014",67.00,44,73,,11,1.10,2.45,3.38,0.00,50%,NA,0.00,800,30,4,10,0,2,2,16,36%,9,20%,19,43%,NA,,,4,1,0
Darian Weeks,,https://www.ufc.com/athlete/darian-weeks,Welterweight Division,5-3-0 (W-L-D),Not Fighting,"Memphis, United States",,29,71.50,170.50,"Dec. 04, 2021",72.00,202,394,4,20,4.49,4.56,2.00,0.00,52%,100%,0.00,900,175,24,3,4,0,1,93,46%,55,27%,54,27%,NA,,40.00,5,3,0
Joshua Weems,Wide Open,https://www.ufc.com/athlete/josh-weems,Bantamweight Division,11-3-0 (W-L-D),Not Fighting,"Jackson, United States",,28,68.00,139.50,"Oct. 29, 2022",69.00,33,51,2,5,5.25,3.34,4.77,0.00,61%,100%,0.00,189,25,8,0,1,2,8,15,45%,10,30%,8,24%,4,MMA,39.00,11,3,0
Chris Weidman,The All-American,https://www.ufc.com/athlete/chris-weidman,Middleweight Division,15-6-0 (W-L-D),Active,United States,LAW MMA,38,74.00,186.00,"Mar. 04, 2011",78.00,498,1148,36,91,3.03,3.14,3.92,0.91,52%,65%,0.27,580,313,51,134,6,5,4,375,75%,76,15%,47,9%,NA,,42.00,15,6,0
Mark Weir,,https://www.ufc.com/athlete/mark-weir,Middleweight Division,17-2-0 (W-L-D),Not Fighting,"Gloucester, United Kingdom",,55,74.00,183.00,"Jul. 13, 2002",,25,39,,,1.80,3.38,0.00,3.23,38%,25%,2.16,278,5,1,19,0,0,0,23,92%,2,8%,0,0%,NA,,,17,2,0
Christian Wellisch,The Hungarian Nightmare,https://www.ufc.com/athlete/christian-wellisch,Light Heavyweight Division,9-4-0 (W-L-D),Not Fighting,"Budapest, Hungary",,47,75.00,206.00,"Aug. 26, 2006",,115,412,,7,3.12,3.04,1.22,1.22,56%,45%,0.41,443,83,24,8,0,0,0,89,77%,8,7%,18,16%,NA,,,9,4,0
Jeremiah Wells,,https://www.ufc.com/athlete/jeremiah-wells,Welterweight Division,11-2-1 (W-L-D),Active,"Philadelphia, United States",Daniel Gracie Team,36,69.00,186.60,"Jun. 26, 2021",74.00,43,87,1,8,3.68,1.62,1.28,1.28,32%,100%,2.56,234,17,1,25,5,2,4,38,88%,5,12%,0,0%,NA,Brazilian Jiu-Jitsu,40.00,11,2,1
Orlando Welt,,https://www.ufc.com/athlete/orlando-welt,,0-0-0 (W-L-D),Not Fighting,"Nancy, France",,,0.00,0.00,"Mar. 11, 1994",,,,,,,,,,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,0,0,0
Fabricio Werdum,Vai Cavalo,https://www.ufc.com/athlete/fabricio-werdum,Heavyweight Division,24-8-1 (W-L-D),Not Fighting,"Porte Alegre, Brazil",,45,76.00,242.00,"Apr. 21, 2007",77.00,1204,2298,12,122,3.59,2.64,1.75,1.16,56%,32%,0.31,628,853,203,148,6,6,11,807,67%,201,17%,196,16%,NA,,45.00,24,8,1
Mike Wessel,The Juggernaut,https://www.ufc.com/athlete/mike-wessel,Heavyweight Division,6-1-0 (W-L-D),Not Fighting,"Little Rock, United States",,45,72.00,260.00,"Dec. 27, 2008",,13,23,,6,1.82,6.43,6.29,0.00,22%,NA,0.00,429,2,8,3,0,0,0,8,62%,5,38%,0,0%,NA,,,6,1,0
Sheldon Westcott,,https://www.ufc.com/athlete/sheldon-westcott,Welterweight Division,10-3-1 (W-L-D),Active,"Edmonton, Canada","Complete Fitness & Martial Arts - St. Albert, Alberta",38,73.00,170.00,"Apr. 16, 2014",71.00,63,155,6,16,2.26,3.73,3.23,0.00,37%,14%,0.00,558,10,20,33,4,2,4,48,76%,13,21%,2,3%,NA,,41.50,10,3,1
Vernon White,Tiger,https://www.ufc.com/athlete/vernon-white,Light Heavyweight Division,11-9-1 (W-L-D),Not Fighting,"Sparks, United States",,51,73.00,200.00,"Jun. 06, 2003",,58,119,,6,3.04,3.93,0.79,0.00,54%,44%,0.00,573,19,21,18,0,0,0,31,53%,13,22%,14,24%,NA,,,11,9,1
Alex White,The Spartan,https://www.ufc.com/athlete/alex-white,Lightweight Division,13-6-0 (W-L-D),Not Fighting,"Columbia, United States",Destruction MMA- Park Hills,34,72.00,155.00,"Apr. 19, 2014",71.50,431,1026,5,25,3.76,3.07,0.92,0.52,61%,71%,0.52,688,288,118,25,5,3,5,265,61%,138,32%,28,6%,NA,,41.00,13,6,0
Craig White,The Thundercat,https://www.ufc.com/athlete/craig-white,Welterweight Division,14-9-0 (W-L-D),Not Fighting,"Plymouth, United Kingdom",,32,74.00,171.00,"May. 27, 2018",76.00,24,59,,2,1.23,3.28,0.00,0.77,40%,50%,0.77,586,13,2,9,5,0,9,17,71%,4,17%,3,13%,NA,,42.00,14,9,0
Patrik White,Prime Time,https://www.ufc.com/athlete/patrik-white,Lightweight Division,0-1-0 (W-L-D),Active,"Anchorage, United States",,29,72.00,155.50,"Apr. 20, 2023",72.00,56,114,,,9.77,6.28,0.00,0.00,61%,50%,0.00,344,46,9,1,0,0,0,39,70%,16,29%,1,2%,NA,,41.50,0,1,0
Rob Whiteford,The Hammer,https://www.ufc.com/athlete/rob-whiteford,Featherweight Division,12-4-0 (W-L-D),Not Fighting,"Lanark, United Kingdom","American Top Team ATT Coconut Creek, FL",39,69.00,145.00,"Oct. 27, 2013",69.00,129,277,,23,2.33,1.99,1.90,0.00,63%,45%,0.27,664,103,16,10,0,0,0,79,61%,31,24%,19,15%,NA,,,12,4,0
Mike Whitehead,Iron,https://www.ufc.com/athlete/mike-whitehead,Light Heavyweight Division,9-6-0 (W-L-D),Not Fighting,"Medford, United States",,41,73.00,206.00,"Feb. 04, 2006",,28,75,,15,1.32,6.04,4.95,0.00,59%,78%,0.00,636,23,3,2,0,0,0,16,57%,8,29%,4,14%,NA,,,9,6,0
Garett Whiteley,Goodnight,https://www.ufc.com/athlete/garett-whiteley,Lightweight Division,8-3-0 (W-L-D),Not Fighting,"Indianapolis, United States",,42,72.00,156.00,"Oct. 09, 2013",72.00,126,261,,2,3.72,4.04,0.00,0.89,46%,28%,0.00,678,73,28,25,4,1,3,60,48%,44,35%,22,17%,NA,,,8,3,0
Emily Whitmire,Spitfire,https://www.ufc.com/athlete/emily-whitmire,Women's Flyweight Division,4-5-0 (W-L-D),Not Fighting,"Portland, United States",Syndicate MMA,31,65.00,125.00,"Dec. 01, 2017",63.50,79,252,1,6,2.50,2.98,1.90,0.48,54%,70%,0.00,316,60,6,13,0,3,1,50,63%,13,16%,16,20%,NA,MMA,38.00,4,5,0
Robert Whittaker,The Reaper,https://www.ufc.com/athlete/robert-whittaker,Middleweight Division,25-6-0 (W-L-D),Active,"Otahuhu, Australia","PMA, Padstow NSW, Australia",32,72.00,186.00,"Dec. 16, 2012",73.50,1227,2911,4,40,4.48,3.26,0.82,0.00,61%,84%,0.55,865,1048,91,88,10,9,5,855,70%,143,12%,229,19%,2,Brazilian Jiu-Jitsu,43.00,25,6,0
Josh Wick,,https://www.ufc.com/athlete/josh-wick,Lightweight Division,0-1-0 (W-L-D),Active,"Portland, United States",,28,,156.00,"Apr. 20, 2023",,3,5,,,0.65,6.52,0.00,0.00,41%,80%,0.00,276,3,0,0,0,0,0,0,0%,1,33%,2,67%,NA,,,0,1,0
Adam Wieczorek,Siwy,https://www.ufc.com/athlete/adam-wieczorek,Heavyweight Division,10-2-0 (W-L-D),Not Fighting,"Chorzow, Poland",,31,77.00,232.20,"Nov. 18, 2017",81.00,62,160,,3,1.68,1.87,0.41,0.41,49%,59%,0.00,740,43,12,7,3,1,6,28,45%,21,34%,13,21%,NA,,46.00,10,2,0
Jonathan Wiezorek,Lock N Load,https://www.ufc.com/athlete/jonathan-wiezorek,Heavyweight Division,7-1-0 (W-L-D),Not Fighting,"Valdosta, United States",,45,75.00,237.00,"Apr. 02, 2004",,10,10,,4,2.14,9.21,3.21,0.00,32%,NA,0.00,280,0,2,8,0,0,0,10,100%,0,0%,0,0%,NA,,,7,1,0
Justin Wilcox,Silverback,https://www.ufc.com/athlete/justin-wilcox,Lightweight Division,0-0-0 (W-L-D),Not Fighting,"San Jose, United States",,43,66.00,155.00,"Jul. 15, 2012",,,,,,,,,,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,0,0,0
Mike Wilkinson,The Warrior,https://www.ufc.com/athlete/mayk-svik-0,Featherweight Division,9-2-0 (W-L-D),Not Fighting,"Billinge, United Kingdom",,,67.00,145.00,"Dec. 16, 2012",68.00,77,201,,14,2.35,3.70,0.92,0.92,36%,56%,0.46,491,50,8,19,3,2,4,49,64%,10,13%,18,23%,NA,,,9,2,0
Aaron Wilkinson,The Daywalker,https://www.ufc.com/athlete/aaron-wilkinson,Lightweight Division,6-4-0 (W-L-D),Not Fighting,United Kingdom,,,72.00,155.00,"Dec. 05, 2010",,0,1,,1,0.00,0.00,7.32,0.00,100%,NA,0.00,123,0,0,0,0,0,0,0,0%,0,0%,0,0%,NA,,,6,4,0
Rob Wilkinson,Razor,https://www.ufc.com/athlete/rob-wilkinson,Middleweight Division,11-2-0 (W-L-D),Not Fighting,Australia,,30,75.00,186.00,"Sep. 02, 2017",80.00,46,92,5,20,2.74,5.66,4.47,0.00,39%,NA,0.00,504,29,17,0,4,1,6,17,37%,9,20%,20,43%,NA,,45.00,11,2,0
James Wilks,Lightning,https://www.ufc.com/athlete/james-wilks,Welterweight Division,8-4-0 (W-L-D),Not Fighting,"Leicestershire, United Kingdom",,44,73.00,170.00,"Jun. 20, 2009",,86,190,,18,1.82,2.03,1.27,3.80,50%,67%,0.00,710,41,35,10,0,0,0,48,56%,18,21%,20,23%,NA,,,8,4,0
Cole Williams,Havoc,https://www.ufc.com/athlete/cole-williams,Welterweight Division,11-3-0 (W-L-D),Not Fighting,"Elkhorn, United States",,39,72.00,175.50,"Aug. 03, 2019",73.00,3,11,,,0.31,5.34,0.00,0.00,24%,25%,0.00,292,3,0,0,5,3,3,3,100%,0,0%,0,0%,NA,,39.00,11,3,0
Khaos Williams,The Oxfighter,https://www.ufc.com/athlete/khaos-williams,Welterweight Division,13-3-0 (W-L-D),Active,"South Bend, United States",,28,72.00,170.00,"Feb. 08, 2020",77.00,285,769,,2,5.00,4.12,0.00,0.00,49%,75%,1.05,570,247,21,17,7,5,1,124,44%,53,19%,108,38%,6,MMA,41.00,13,3,0
Pete Williams,El Duro (The Hard One),https://www.ufc.com/athlete/pete-williams,Heavyweight Division,8-5-0 (W-L-D),Retired,"San Lorenzo, United States",,47,75.00,230.00,"May. 15, 1998",,10,16,,5,0.61,2.77,1.84,0.92,40%,17%,0.00,325,2,0,8,0,0,0,7,70%,2,20%,1,10%,NA,,,8,5,0
Tedd Williams,,https://www.ufc.com/athlete/tedd-williams,Heavyweight Division,0-0-0 (W-L-D),Not Fighting,United States,,53,0.00,0.00,"Mar. 10, 2000",,,,,,,,,,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,0,0,0
Tim Williams,,https://www.ufc.com/athlete/tim-williams,Middleweight Division,15-5-0 (W-L-D),Not Fighting,"Bridgeton, United States",,36,74.00,185.00,"Feb. 18, 2018",76.00,51,131,2,5,3.07,3.55,1.81,0.00,49%,100%,0.00,498,46,3,2,2,4,9,33,65%,5,10%,13,25%,NA,,42.00,15,5,0
Patrick Williams,The Animal,https://www.ufc.com/athlete/patrick-williams,Bantamweight Division,8-7-0 (W-L-D),Not Fighting,"Miami, United States",None,41,68.00,136.00,"Apr. 26, 2014",73.00,114,221,5,12,4.12,4.12,2.71,0.54,52%,100%,0.54,416,87,26,1,4,1,3,43,38%,28,25%,43,38%,NA,,39.00,8,7,0
Jordan Williams,Bomaye,https://www.ufc.com/athlete/jordan-williams,Welterweight Division,9-6-0 (W-L-D),Not Fighting,"Madison, United States",Factory X,32,73.00,170.60,"Oct. 03, 2020",75.50,314,628,,8,5.83,5.46,1.11,0.00,36%,85%,0.28,539,229,19,66,7,1,1,256,82%,40,13%,18,6%,NA,Freestyle,41.00,9,6,0
Karl Williams,,https://www.ufc.com/athlete/karl-williams,Heavyweight Division,8-1-0 (W-L-D),Active,"St. Thomas, United States",,33,75.00,246.00,"Mar. 11, 2023",79.00,62,101,8,16,2.07,0.90,5.50,0.00,53%,100%,0.50,900,36,2,24,3,5,0,49,79%,5,8%,8,13%,3,MMA,43.50,8,1,0
Justin Willis,Big Pretty,https://www.ufc.com/athlete/justin-willis,Heavyweight Division,8-2-0 (W-L-D),Not Fighting,"East Palo Alto, United States",,35,73.00,266.00,"Jul. 16, 2017",78.00,211,356,4,6,3.37,2.57,0.96,0.00,58%,36%,0.48,751,168,14,29,4,1,3,176,83%,19,9%,16,8%,NA,,41.00,8,2,0
Chris Wilson,The Professor,https://www.ufc.com/athlete/chris-wilson,Welterweight Division,13-6-0 (W-L-D),Not Fighting,"Portland, United States",,45,73.00,171.00,"Mar. 01, 2008",,133,261,,10,2.32,1.36,1.31,1.57,56%,60%,0.79,859,70,26,37,0,0,0,65,49%,52,39%,16,12%,NA,,,13,6,0
Jonathan Wilson,Jonny Bravo,https://www.ufc.com/athlete/jonathan-wilson,Middleweight Division,7-3-0 (W-L-D),Not Fighting,"San Bernardino, United States",Millennia MMA - Chino Hills,35,74.00,186.00,"Aug. 08, 2015",75.00,117,243,1,1,2.92,5.65,0.37,0.00,56%,80%,0.75,600,95,14,8,6,1,0,87,74%,21,18%,9,8%,NA,,42.00,7,3,0
Matt Wiman,,https://www.ufc.com/athlete/matt-wiman,Lightweight Division,16-10-0 (W-L-D),Not Fighting,"Denver, United States",,39,70.00,155.50,"May. 27, 2006",68.00,557,1112,24,66,3.17,3.57,2.13,1.54,51%,56%,0.09,586,247,139,171,4,7,5,386,69%,69,12%,102,18%,NA,Freestyle,39.00,16,10,0
Eddie Wineland,,https://www.ufc.com/athlete/eddie-wineland,Bantamweight Division,24-16-1 (W-L-D),Retired,"Houston, United States",New Breed - Chicago & Vale Tudo - Duneland,38,67.50,135.00,"Mar. 20, 2011",69.00,753,2590,2,15,3.40,3.76,0.34,0.14,68%,86%,0.88,578,654,39,60,15,5,4,558,74%,140,19%,55,7%,NA,Kickboxer,36.50,24,16,1
Deron Winn,,https://www.ufc.com/athlete/deron-winn,Middleweight Division,7-3-0 (W-L-D),Not Fighting,"Liberty, United States",American Kickboxing Academy (AKA),33,66.00,205.00,"Jun. 22, 2019",70.00,303,680,,36,4.55,6.21,4.28,0.00,46%,40%,0.00,800,242,50,11,4,3,0,221,73%,60,20%,22,7%,4,Wrestling,37.00,7,3,0
Andre Winner,,https://www.ufc.com/athlete/andre-winner,Lightweight Division,12-6-1 (W-L-D),Not Fighting,United States,,41,71.00,155.00,"Jun. 20, 2009",,169,505,,3,2.52,4.57,0.00,0.00,52%,74%,0.45,670,91,75,3,0,0,0,82,49%,50,30%,37,22%,NA,,,12,6,1
Eric Wisely,Little Lee,https://www.ufc.com/athlete/eric-wisely,Featherweight Division,19-8-0 (W-L-D),Not Fighting,"Moline, United States",,38,68.00,145.00,"Jan. 28, 2012",,45,95,,1,1.42,2.08,0.00,0.95,57%,27%,0.00,634,42,3,0,0,0,0,19,42%,14,31%,12,27%,NA,,,19,8,0
Keith Wisniewski,The Polish Connection,https://www.ufc.com/athlete/keith-wisniewski,Welterweight Division,28-14-1 (W-L-D),Not Fighting,United States,,41,71.00,170.50,"Nov. 19, 2005",,133,255,6,15,2.32,4.86,1.57,0.26,43%,79%,0.00,688,58,61,14,6,7,15,82,62%,48,36%,3,2%,NA,,,28,14,1
Jason Witt,The Vanilla Gorilla,https://www.ufc.com/athlete/jason-witt,Welterweight Division,19-9-0 (W-L-D),Not Fighting,United States,Glory MMA & Fitness,36,70.00,179.50,"Jun. 27, 2020",70.00,70,157,14,31,2.15,2.54,6.90,0.92,52%,100%,0.46,326,44,6,20,3,8,8,51,73%,13,19%,6,9%,7,MMA,40.00,19,9,0
Travis Wiuff,The Diesel,https://www.ufc.com/athlete/travis-wiuff,Light Heavyweight Division,22-3-0 (W-L-D),Not Fighting,"Owatonna, United States",,44,75.00,203.00,"Nov. 22, 2002",,3,5,,5,0.31,5.23,3.14,1.57,41%,44%,0.00,287,1,1,1,0,0,0,2,67%,1,33%,0,0%,NA,,,22,3,0
Ray Wizard,,https://www.ufc.com/athlete/ray-wizard,,0-0-0 (W-L-D),Not Fighting,United States,,,0.00,0.00,"Mar. 11, 1994",,,,,,,,,,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,0,0,0
Karolina Wojcik,,https://www.ufc.com/athlete/karolina-wojcik,Women's Strawweight Division,1-0-0 (W-L-D),Active,Poland,,28,,115.50,"Apr. 20, 2023",,40,61,,3,2.67,0.87,2.00,1.00,63%,100%,0.00,900,20,9,11,0,0,0,22,55%,6,15%,12,30%,NA,,,1,0,0
Danyelle Wolf,,https://www.ufc.com/athlete/danyelle-wolf,Women's Featherweight Division,1-1-0 (W-L-D),Active,"York, United States",,39,71.50,146.00,"Sep. 10, 2022",70.00,71,276,,1,2.37,4.57,0.00,0.50,48%,78%,0.00,900,68,3,0,0,0,0,47,66%,14,20%,10,14%,NA,Boxer,40.00,1,1,0
Brandon Wolff,,https://www.ufc.com/athlete/brandon-wolff,Welterweight Division,7-4-0 (W-L-D),Not Fighting,"Kailua, United States",,47,69.00,170.00,"Dec. 10, 2008",,2,6,,1,0.47,10.91,0.00,0.00,19%,NA,0.00,127,1,1,0,0,0,0,0,0%,2,100%,0,0%,NA,,,7,4,0
Joanne Wood,JoJo,https://www.ufc.com/athlete/joanne-wood,Women's Flyweight Division,16-8-0 (W-L-D),Active,"Irvine, United Kingdom",Syndicate MMA,37,66.00,137.00,"Dec. 12, 2014",65.50,1193,2333,,33,6.93,4.72,1.57,0.35,52%,59%,0.26,645,934,201,58,5,10,1,507,42%,284,24%,402,34%,4,Muay Thai,38.50,16,8,0
Nathaniel Wood,The Prospect,https://www.ufc.com/athlete/nathaniel-wood,Featherweight Division,19-5-0 (W-L-D),Active,"London, United Kingdom",,29,66.00,146.00,"Jun. 01, 2018",69.00,631,1305,,22,6.34,4.42,1.81,0.60,57%,74%,0.15,747,550,43,38,9,64,5,342,54%,70,11%,219,35%,7,MMA,39.00,19,5,0
Tyron Woodley,The Chosen One,https://www.ufc.com/athlete/tyron-woodley,Welterweight Division,19-7-1 (W-L-D),Not Fighting,"St. Louis, United States","American Top Team ATT Coconut Creek, FL",40,69.00,171.00,"Jan. 08, 2012",74.00,730,1499,5,55,2.36,2.76,1.06,0.39,55%,88%,0.58,754,350,222,158,7,7,5,386,53%,263,36%,81,11%,NA,Freestyle,42.50,19,7,1
Sean Woodson,The Sniper,https://www.ufc.com/athlete/sean-woodson,Featherweight Division,9-1-1 (W-L-D),Active,"St. Louis, United States",The Wolves’ Den Training Center,30,74.50,146.00,"Oct. 18, 2019",78.00,384,853,,,5.56,4.26,0.00,0.65,57%,83%,0.65,691,361,22,1,3,5,1,289,75%,55,14%,40,10%,3,Freestyle,44.00,9,1,1
Cal Worsham,,https://www.ufc.com/athlete/cal-worsham,,0-0-0 (W-L-D),Not Fighting,"Folsom, United States",,,0.00,0.00,"Jul. 14, 1995",,,,,,,,,,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,0,0,0
Khama Worthy,The Death Star,https://www.ufc.com/athlete/khama-worthy,Lightweight Division,16-9-0 (W-L-D),Not Fighting,"Pittsburgh, United States",,36,71.00,155.00,"Aug. 17, 2019",74.00,93,192,,,4.18,4.45,0.00,0.67,46%,57%,0.67,267,86,1,6,9,4,3,37,40%,22,24%,34,37%,NA,MMA,41.00,16,9,0
Justin Wren,The Viking,https://www.ufc.com/athlete/justin-wren,Heavyweight Division,10-2-0 (W-L-D),Not Fighting,"Ames, United States",,35,75.00,251.00,"Dec. 05, 2009",,17,159,,1,1.13,4.13,0.00,0.00,64%,100%,0.00,900,12,5,0,0,0,0,5,29%,9,53%,3,18%,NA,,,10,2,0
Jordan Wright,The Beverly Hills Ninja,https://www.ufc.com/athlete/jordan-wright,Light Heavyweight Division,12-5-0 (W-L-D),Active,"San Antonio, United States",Dynamix MMA,31,74.00,211.00,"Aug. 22, 2020",77.00,147,259,,11,4.10,6.03,2.09,0.42,32%,100%,0.84,269,66,57,24,7,0,5,82,56%,55,37%,10,7%,11,MMA,41.00,12,5,0
Marcin Wrzosek,The Polish Zombie,https://www.ufc.com/athlete/marcin-wrzosek,Lightweight Division,10-4-0 (W-L-D),Not Fighting,,Nottingham MMA,35,69.00,155.00,"Dec. 11, 2015",,52,119,,12,3.47,4.07,3.00,0.00,44%,33%,0.00,900,34,13,5,4,3,3,39,75%,4,8%,9,17%,NA,,,10,4,0
Jamie Yager,chosyn-1,https://www.ufc.com/athlete/jamie-yager,Middleweight Division,2-2-0 (W-L-D),Not Fighting,"Huntington Beach, United States",,39,73.00,185.00,"Jun. 19, 2010",,29,74,,1,3.08,2.55,0.00,0.00,63%,67%,0.00,565,24,4,1,0,0,0,17,59%,1,3%,11,38%,NA,,,2,2,0
Eddie Yagin,The Filipino Phenom,https://www.ufc.com/athlete/eddie-yagin,Featherweight Division,16-5-1 (W-L-D),Not Fighting,United States,,43,67.00,144.50,"Sep. 25, 2011",,94,310,,,3.13,5.77,0.00,1.00,42%,63%,1.00,748,82,1,11,0,0,0,78,83%,3,3%,13,14%,NA,,,16,5,1
Rani Yahya,,https://www.ufc.com/athlete/rani-yahya,Bantamweight Division,28-10-1 (W-L-D),Active,"Brasilia, Brazil",Constrictor Team Brazilia,38,66.00,145.00,"Jan. 23, 2011",67.00,418,1099,34,152,1.58,1.76,2.90,1.93,51%,24%,0.00,610,307,28,83,0,7,21,224,54%,82,20%,112,27%,NA,MMA,37.50,28,10,1
Alexander Yakovlev,Russian Thunder,https://www.ufc.com/athlete/alexander-yakovlev,Lightweight Division,24-10-1 (W-L-D),Not Fighting,"Great Novgorod, Russia",K Dojo Warrior Tribe,38,75.00,155.50,"May. 31, 2014",74.00,173,365,6,31,1.74,2.41,1.66,0.15,59%,72%,0.30,661,124,22,27,9,6,9,85,49%,46,27%,42,24%,NA,,42.50,24,10,1
Keichiro Yamamiya,,https://www.ufc.com/athlete/keichiro-yamamiya,Middleweight Division,0-0-0 (W-L-D),Not Fighting,United States,,50,0.00,0.00,"Nov. 19, 1999",,,,,,,,,,,,,0,,,,,,,NA,NA,NA,NA,NA,NA,NA,,,0,0,0
Kenichi Yamamoto,,https://www.ufc.com/athlete/kenichi-yamamoto,Welterweight Division,0-0-0 (W-L-D),Not Fighting,Japan,,46,0.00,169.00,"Nov. 19, 1999",,3,7,,4,0.43,12.92,0.00,0.00,39%,10%,0.00,418,2,1,0,0,0,0,0,0%,2,67%,1,33%,NA,,,0,0,0
Norifumi Yamamoto,Kid,https://www.ufc.com/athlete/norifumi-yamamoto,Bantamweight Division,18-6-0 (W-L-D),Not Fighting,Japan,,45,62.00,136.00,"Feb. 05, 2011",66.00,154,341,2,9,2.09,2.01,0.41,0.00,57%,45%,0.41,632,121,23,10,0,0,0,83,54%,35,23%,36,23%,NA,,,18,6,0
Xiaonan Yan,,https://www.ufc.com/athlete/xiaonan-yan,Women's Strawweight Division,16-3-0 (W-L-D),Active,"Liaoning, China",China Top Team Beijing,33,65.00,115.50,"Nov. 25, 2017",63.00,752,1704,,12,5.45,3.53,0.87,0.00,62%,71%,0.00,920,657,65,30,7,8,0,508,68%,84,11%,160,21%,7,Striker,37.00,16,3,0
Petr Yan,No Mercy,https://www.ufc.com/athlete/petr-yan,Bantamweight Division,16-5-0 (W-L-D),Active,"Krasnoyarsk Krai, Russia",Team Yan,30,67.50,136.00,"Jun. 23, 2018",67.00,1016,1900,,44,5.03,4.26,1.71,0.15,59%,85%,0.74,1010,720,118,178,7,8,1,690,68%,209,21%,117,12%,3,Boxer,38.00,16,5,0
Qihui Yan,,https://www.ufc.com/athlete/qihui-yan,Women's Flyweight Division,0-1-0 (W-L-D),Active,"Yunnan, China",,26,,125.00,"Apr. 20, 2023",,27,45,,2,4.01,1.78,4.46,0.00,72%,100%,0.00,404,18,0,9,0,0,0,12,44%,6,22%,9,33%,NA,,,0,1,0
Wu Yanan,Mulan,https://www.ufc.com/athlete/wu-yanan,Women's Bantamweight Division,12-6-0 (W-L-D),Not Fighting,"Liaoning, China",Jackson Wink MMA Academy - NM,26,68.00,136.00,"Nov. 25, 2017",66.00,309,746,1,10,4.23,4.95,0.62,0.21,50%,63%,0.00,731,246,55,8,6,1,5,158,51%,89,29%,62,20%,8,,39.00,12,6,0
Adam Yandiev,,https://www.ufc.com/athlete/adam-yandiev,Middleweight Division,9-1-0 (W-L-D),Not Fighting,,,34,69.00,184.00,"Sep. 15, 2018",74.00,1,12,,,0.18,6.14,0.00,0.00,36%,25%,0.00,342,1,0,0,0,0,0,0,0%,0,0%,1,100%,NA,,40.00,9,1,0
