,Event,Date,Name,Opponent,5D_odds,Ref_odds
5,UFC 256: Figueiredo vs. Moreno,December 12th,Virna Jandiroba,Mackenzie Dern,+140▼,+135▲
6,UFC 256: Figueiredo vs. Moreno,December 12th,Kevin Holland,Ronaldo Souza,-135▼,-124▲
7,UFC 256: Figueiredo vs. Moreno,December 12th,Ronaldo Souza,Kevin Holland,+115▼,+104▼
8,UFC 256: Figueiredo vs. Moreno,December 12th,Ciryl Gane,Junior DosSantos,-400▼,-405▼
9,UFC 256: Figueiredo vs. Moreno,December 12th,Junior DosSantos,Ciryl Gane,+325▼,+305▲
10,UFC 256: Figueiredo vs. Moreno,December 12th,Cub Swanson,Daniel Pineda,+132▼,+135▼
11,UFC 256: Figueiredo vs. Moreno,December 12th,Daniel Pineda,Cub Swanson,-152▼,-155▲
12,UFC 256: Figueiredo vs. Moreno,December 12th,Rafael Fiziev,Renato Moicano,-140▼,-143▼
13,UFC 256: Figueiredo vs. Moreno,December 12th,Renato Moicano,Rafael Fiziev,+120▼,+123▲
14,UFC 256: Figueiredo vs. Moreno,December 12th,Billy Quarantillo,Gavin Tucker,-190▼,-177▲
15,UFC 256: Figueiredo vs. Moreno,December 12th,Gavin Tucker,Billy Quarantillo,+165▼,+152▼
16,UFC 256: Figueiredo vs. Moreno,December 12th,Sam Hughes,Tecia Torres,+425▼,+425▼
17,UFC 256: Figueiredo vs. Moreno,December 12th,Tecia Torres,Sam Hughes,-550▼,-600▲
18,UFC 256: Figueiredo vs. Moreno,December 12th,Chase Hooper,Peter Barrett,-310▼,-305▼
19,UFC 256: Figueiredo vs. Moreno,December 12th,Peter Barrett,Chase Hooper,+255▼,+245▲
0,UFC 255: Figueiredo vs. Perez,November 21st,Alex Perez,Deiveson Figueiredo,+220▲,+220▼
1,UFC 255: Figueiredo vs. Perez,November 21st,Deiveson Figueiredo,Alex Perez,-240▼,-260▲
2,UFC 255: Figueiredo vs. Perez,November 21st,Jennifer Maia,Valentina Shevchenko,+850▼,+1000▼
3,UFC 255: Figueiredo vs. Perez,November 21st,Valentina Shevchenko,Jennifer Maia,-1300▼,-1700▲
4,UFC 255: Figueiredo vs. Perez,November 21st,Mike Perry,Tim Means,-115▼,-122▲
5,UFC 255: Figueiredo vs. Perez,November 21st,Tim Means,Mike Perry,-105▼,+102▼
6,UFC 255: Figueiredo vs. Perez,November 21st,Cynthia Calvillo,Katlyn Chookagian,-250▼,-240▲
7,UFC 255: Figueiredo vs. Perez,November 21st,Katlyn Chookagian,Cynthia Calvillo,+210▼,+205▼
8,UFC 255: Figueiredo vs. Perez,November 21st,Mauricio Rua,Paul Craig,+170▼,+163▲
9,UFC 255: Figueiredo vs. Perez,November 21st,Paul Craig,Mauricio Rua,-200▼,-188▼
10,UFC 255: Figueiredo vs. Perez,November 21st,Brandon Moreno,Brandon Royval,-140▼,-145▲
11,UFC 255: Figueiredo vs. Perez,November 21st,Brandon Royval,Brandon Moreno,+120▼,+125▼
12,UFC 255: Figueiredo vs. Perez,November 21st,Joaquin Buckley,Jordan Wright,-240▼,-225▼
13,UFC 255: Figueiredo vs. Perez,November 21st,Jordan Wright,Joaquin Buckley,+200▼,+190▲
14,UFC 255: Figueiredo vs. Perez,November 21st,Antonina Shevchenko,Ariane Lipski,-130▼,-120▲
15,UFC 255: Figueiredo vs. Perez,November 21st,Ariane Lipski,Antonina Shevchenko,+110▼,+100▼
16,UFC 255: Figueiredo vs. Perez,November 21st,Daniel Rodriguez,Nicolas Dalby,-345▼,-360▼
17,UFC 255: Figueiredo vs. Perez,November 21st,Nicolas Dalby,Daniel Rodriguez,+285▼,+285▲
18,UFC 255: Figueiredo vs. Perez,November 21st,Alan Jouban,Jared Gooden,-160▼,-155▼
19,UFC 255: Figueiredo vs. Perez,November 21st,Jared Gooden,Alan Jouban,+140,+135▲
20,UFC 255: Figueiredo vs. Perez,November 21st,Dustin Stoltzfus,Kyle Daukaus,+230▼,+220▼
21,UFC 255: Figueiredo vs. Perez,November 21st,Kyle Daukaus,Dustin Stoltzfus,-270▼,-260▲
22,UFC 255: Figueiredo vs. Perez,November 21st,Louis Cosce,Sasha Palatnikov,-570▼,-560
23,UFC 255: Figueiredo vs. Perez,November 21st,Sasha Palatnikov,Louis Cosce,+435▼,+430▲
0,UFC on ESPN+ 30: Figueiredo vs. Benavidez 2,July 18th,Deiveson Figueiredo,Joseph Benavidez,-230▼,-220▲
1,UFC on ESPN+ 30: Figueiredo vs. Benavidez 2,July 18th,Joseph Benavidez,Deiveson Figueiredo,+190▼,+185▼
2,UFC on ESPN+ 30: Figueiredo vs. Benavidez 2,July 18th,Jack Hermansson,Kelvin Gastelum,-105▼,-110▲
3,UFC on ESPN+ 30: Figueiredo vs. Benavidez 2,July 18th,Kelvin Gastelum,Jack Hermansson,-115▼,-110▼
4,UFC on ESPN+ 30: Figueiredo vs. Benavidez 2,July 18th,Marc Diakiese,Rafael Fiziev,-220▼,-190▼
5,UFC on ESPN+ 30: Figueiredo vs. Benavidez 2,July 18th,Rafael Fiziev,Marc Diakiese,+180▼,+165▲
6,UFC on ESPN+ 30: Figueiredo vs. Benavidez 2,July 18th,Ariane Lipski,Luana Carolina,-132▼,-128▼
7,UFC on ESPN+ 30: Figueiredo vs. Benavidez 2,July 18th,Luana Carolina,Ariane Lipski,+112▼,+108▲
8,UFC on ESPN+ 30: Figueiredo vs. Benavidez 2,July 18th,Alexandre Pantoja,Askar Askarov,-210▼,-190▼
9,UFC on ESPN+ 30: Figueiredo vs. Benavidez 2,July 18th,Askar Askarov,Alexandre Pantoja,+175▼,+165▲
10,UFC on ESPN+ 30: Figueiredo vs. Benavidez 2,July 18th,Khadis Ibragimov,Roman Dolidze,+130▼,+136▲
11,UFC on ESPN+ 30: Figueiredo vs. Benavidez 2,July 18th,Roman Dolidze,Khadis Ibragimov,-150▼,-156▼
12,UFC on ESPN+ 30: Figueiredo vs. Benavidez 2,July 18th,Grant Dawson,Nad Narimani,-310▼,-277▲
13,UFC on ESPN+ 30: Figueiredo vs. Benavidez 2,July 18th,Nad Narimani,Grant Dawson,+255▼,+237▼
14,UFC on ESPN+ 30: Figueiredo vs. Benavidez 2,July 18th,Joe Duffy,Joel Alvarez,-245▲,-240▲
15,UFC on ESPN+ 30: Figueiredo vs. Benavidez 2,July 18th,Joel Alvarez,Joe Duffy,+205▼,+205▼
16,UFC on ESPN+ 30: Figueiredo vs. Benavidez 2,July 18th,Brett Johns,Montel Jackson,+235▼,+218▲
17,UFC on ESPN+ 30: Figueiredo vs. Benavidez 2,July 18th,Montel Jackson,Brett Johns,-275▼,-258▼
18,UFC on ESPN+ 30: Figueiredo vs. Benavidez 2,July 18th,Amir Albazi,Malcolm Gordon,-135▼,-132▲
19,UFC on ESPN+ 30: Figueiredo vs. Benavidez 2,July 18th,Malcolm Gordon,Amir Albazi,+115▼,+112▼
20,UFC on ESPN+ 30: Figueiredo vs. Benavidez 2,July 18th,Arman Tsarukyan,Davi Ramos,-260▼,-250▼
21,UFC on ESPN+ 30: Figueiredo vs. Benavidez 2,July 18th,Davi Ramos,Arman Tsarukyan,+220▼,+210▲
22,UFC on ESPN+ 30: Figueiredo vs. Benavidez 2,July 18th,Carlos Felipe,Serghei Spivac,+160▼,+175▲
23,UFC on ESPN+ 30: Figueiredo vs. Benavidez 2,July 18th,Serghei Spivac,Carlos Felipe,-185▲,-205▼
0,UFC Fight Night 114: Pettis vs. Moreno,August 5th,Brandon Moreno,Sergio Pettis,-175▼,-170▼
1,UFC Fight Night 114: Pettis vs. Moreno,August 5th,Sergio Pettis,Brandon Moreno,+155▼,+145▲
2,UFC Fight Night 114: Pettis vs. Moreno,August 5th,Alexa Grasso,Randa Markos,-220▼,-213▼
3,UFC Fight Night 114: Pettis vs. Moreno,August 5th,Randa Markos,Alexa Grasso,+180▼,+183▲
4,UFC Fight Night 114: Pettis vs. Moreno,August 5th,Alan Jouban,Niko Price,-165▼,-175▲
5,UFC Fight Night 114: Pettis vs. Moreno,August 5th,Niko Price,Alan Jouban,+145▼,+150▼
6,UFC Fight Night 114: Pettis vs. Moreno,August 5th,Humberto Bandenay,Martin Bravo,+250▼,+245▼
7,UFC Fight Night 114: Pettis vs. Moreno,August 5th,Martin Bravo,Humberto Bandenay,-300▼,-285▲
8,UFC Fight Night 114: Pettis vs. Moreno,August 5th,Rashad Evans,Sam Alvey,+110▼,+117▲
9,UFC Fight Night 114: Pettis vs. Moreno,August 5th,Sam Alvey,Rashad Evans,-130▼,-137▼
10,UFC Fight Night 114: Pettis vs. Moreno,August 5th,Alejandro Perez,Andre Soukhamthath,-165▼,-165▲
11,UFC Fight Night 114: Pettis vs. Moreno,August 5th,Andre Soukhamthath,Alejandro Perez,+145▼,+145▼
12,UFC Fight Night 114: Pettis vs. Moreno,August 5th,Brad Scott,Jack Hermansson,+240▼,+240▼
13,UFC Fight Night 114: Pettis vs. Moreno,August 5th,Jack Hermansson,Brad Scott,-280▼,-280▲
14,UFC Fight Night 114: Pettis vs. Moreno,August 5th,Dustin Ortiz,Hector Sandoval,-175▼,-181▼
15,UFC Fight Night 114: Pettis vs. Moreno,August 5th,Hector Sandoval,Dustin Ortiz,+155▼,+156▲
16,UFC Fight Night 114: Pettis vs. Moreno,August 5th,Henry Briones,Rani Yahya,+190▼,+177▼
17,UFC Fight Night 114: Pettis vs. Moreno,August 5th,Rani Yahya,Henry Briones,-230▼,-207▲
18,UFC Fight Night 114: Pettis vs. Moreno,August 5th,Diego Rivas,Jose Quinonez,+205▼,+210▼
19,UFC Fight Night 114: Pettis vs. Moreno,August 5th,Jose Quinonez,Diego Rivas,-245▼,-250▲
20,UFC Fight Night 114: Pettis vs. Moreno,August 5th,Joseph Morales,Roberto Sanchez,+100▼,+100▲
21,UFC Fight Night 114: Pettis vs. Moreno,August 5th,Roberto Sanchez,Joseph Morales,-120▼,-120▼
22,UFC Fight Night 114: Pettis vs. Moreno,August 5th,Alvaro Herrera,Jordan Rinaldi,+185▼,+175▲
23,UFC Fight Night 114: Pettis vs. Moreno,August 5th,Jordan Rinaldi,Alvaro Herrera,-225▼,-205▼
0,UFC on ESPN+ 26: Felder vs. Hooker,February 22nd,Dan Hooker,Paul Felder,-165▼,-150▲
1,UFC on ESPN+ 26: Felder vs. Hooker,February 22nd,Paul Felder,Dan Hooker,+145▼,+130▼
2,UFC on ESPN+ 26: Felder vs. Hooker,February 22nd,Jalin Turner,Josh Culibao,-240▼,-235▼
3,UFC on ESPN+ 26: Felder vs. Hooker,February 22nd,Josh Culibao,Jalin Turner,+200▼,+200▲
4,UFC on ESPN+ 26: Felder vs. Hooker,February 22nd,Kai Kara-France,Tyson Nam,-265▼,-260▲
5,UFC on ESPN+ 26: Felder vs. Hooker,February 22nd,Tyson Nam,Kai Kara-France,+225▼,+220▼
6,UFC on ESPN+ 26: Felder vs. Hooker,February 22nd,Angela Hill,Loma Lookboonmee,-170▼,-180▼
7,UFC on ESPN+ 26: Felder vs. Hooker,February 22nd,Loma Lookboonmee,Angela Hill,+150▼,+155▲
8,UFC on ESPN+ 26: Felder vs. Hooker,February 22nd,Kevin Aguilar,Zubaira Tukhugov,-120▼,-125▼
9,UFC on ESPN+ 26: Felder vs. Hooker,February 22nd,Zubaira Tukhugov,Kevin Aguilar,+100▼,+105▲
10,UFC on ESPN+ 26: Felder vs. Hooker,February 22nd,Brad Riddell,Magomed Mustafaev,+120▼,+110▼
11,UFC on ESPN+ 26: Felder vs. Hooker,February 22nd,Magomed Mustafaev,Brad Riddell,-140▼,-130▲
12,UFC on ESPN+ 26: Felder vs. Hooker,February 22nd,Jimmy Crute,Michal Oleksiejczuk,-105▼,-102▼
13,UFC on ESPN+ 26: Felder vs. Hooker,February 22nd,Michal Oleksiejczuk,Jimmy Crute,-115▼,-118▲
14,UFC on ESPN+ 26: Felder vs. Hooker,February 22nd,Callan Potter,Song Kenan,+170▼,+172▲
15,UFC on ESPN+ 26: Felder vs. Hooker,February 22nd,Song Kenan,Callan Potter,-200▼,-202▼
16,UFC on ESPN+ 26: Felder vs. Hooker,February 22nd,Ben Sosoli,MarcosRogerio DeLima,+140▼,+132▲
17,UFC on ESPN+ 26: Felder vs. Hooker,February 22nd,MarcosRogerio DeLima,Ben Sosoli,-150▲,-152▼
18,UFC on ESPN+ 26: Felder vs. Hooker,February 22nd,Priscila Cachoeira,Shana Dobson,+160▼,+165▼
19,UFC on ESPN+ 26: Felder vs. Hooker,February 22nd,Shana Dobson,Priscila Cachoeira,-185▼,-190▲
20,UFC on ESPN+ 26: Felder vs. Hooker,February 22nd,Emil Meek,Jake Matthews,+200▼,+188▼
21,UFC on ESPN+ 26: Felder vs. Hooker,February 22nd,Jake Matthews,Emil Meek,-240▼,-223▲
22,UFC on ESPN+ 26: Felder vs. Hooker,February 22nd,Karolina Kowalkiewicz,Yan Xiaonan,+250▼,+235▼
23,UFC on ESPN+ 26: Felder vs. Hooker,February 22nd,Yan Xiaonan,Karolina Kowalkiewicz,-300▼,-275▲
0,UFC Fight Night 84: Silva vs. Bisping,February 27th,Anderson Silva,Michael Bisping,-275▼,-250▼
1,UFC Fight Night 84: Silva vs. Bisping,February 27th,Michael Bisping,Anderson Silva,+235▼,+210▲
2,UFC Fight Night 84: Silva vs. Bisping,February 27th,Gegard Mousasi,Thales Leites,-300▼,-335▲
3,UFC Fight Night 84: Silva vs. Bisping,February 27th,Thales Leites,Gegard Mousasi,+250▼,+275▼
4,UFC Fight Night 84: Silva vs. Bisping,February 27th,Keita Nakamura,Tom Breese,+750▼,+675▲
5,UFC Fight Night 84: Silva vs. Bisping,February 27th,Tom Breese,Keita Nakamura,-1165▼,-1000▼
6,UFC Fight Night 84: Silva vs. Bisping,February 27th,Brad Pickett,Francisco Rivera,+135▼,+135▲
7,UFC Fight Night 84: Silva vs. Bisping,February 27th,Francisco Rivera,Brad Pickett,-155▼,-155▼
8,UFC Fight Night 84: Silva vs. Bisping,February 27th,Makwan Amirkhani,Mike Wilkinson,-185▼,-190▼
9,UFC Fight Night 84: Silva vs. Bisping,February 27th,Mike Wilkinson,Makwan Amirkhani,+160▼,+165▲
10,UFC Fight Night 84: Silva vs. Bisping,February 27th,Davey Grant,Marlon Vera,-185▼,-180▲
11,UFC Fight Night 84: Silva vs. Bisping,February 27th,Marlon Vera,Davey Grant,+160▼,+155▼
12,UFC Fight Night 84: Silva vs. Bisping,February 27th,Chris Dempsey,Scott Askham,+300▼,+275▼
13,UFC Fight Night 84: Silva vs. Bisping,February 27th,Scott Askham,Chris Dempsey,-360▼,-335▲
14,UFC Fight Night 84: Silva vs. Bisping,February 27th,Arnold Allen,Yaotzin Meza,-340▼,-340▼
15,UFC Fight Night 84: Silva vs. Bisping,February 27th,Yaotzin Meza,Arnold Allen,+280▼,+280▲
16,UFC Fight Night 84: Silva vs. Bisping,February 27th,Brad Scott,Krzysztof Jotko,+135▼,+135▲
17,UFC Fight Night 84: Silva vs. Bisping,February 27th,Krzysztof Jotko,Brad Scott,-155▼,-155▼
18,UFC Fight Night 84: Silva vs. Bisping,February 27th,Daniel Omielanczuk,Jarjis Danho,-110▼,-110▲
19,UFC Fight Night 84: Silva vs. Bisping,February 27th,Jarjis Danho,Daniel Omielanczuk,-110▼,-110▼
20,UFC Fight Night 84: Silva vs. Bisping,February 27th,Norman Parke,Rustam Khabilov,+170▼,+170▼
21,UFC Fight Night 84: Silva vs. Bisping,February 27th,Rustam Khabilov,Norman Parke,-200▼,-200▲
22,UFC Fight Night 84: Silva vs. Bisping,February 27th,Teemu Packalen,Thibault Gouti,+100▲,-105▼
23,UFC Fight Night 84: Silva vs. Bisping,February 27th,Thibault Gouti,Teemu Packalen,-110▼,-115▲
24,UFC Fight Night 84: Silva vs. Bisping,February 27th,David Teymur,Martin Svensson,-115▼,-110▲
25,UFC Fight Night 84: Silva vs. Bisping,February 27th,Martin Svensson,David Teymur,-105▼,-110▼
0,UFC Fight Night 40: Brown vs. Silva,May 10th,Erick Silva,Matt Brown,-230▼,-215▼
1,UFC Fight Night 40: Brown vs. Silva,May 10th,Matt Brown,Erick Silva,+210▲,+185▲
2,UFC Fight Night 40: Brown vs. Silva,May 10th,Constantinos Philippou,Lorenz Larkin,+160▼,+145▼
3,UFC Fight Night 40: Brown vs. Silva,May 10th,Lorenz Larkin,Constantinos Philippou,-170▲,-170▲
4,UFC Fight Night 40: Brown vs. Silva,May 10th,Daron Cruickshank,Erik Koch,+265▼,+280▼
5,UFC Fight Night 40: Brown vs. Silva,May 10th,Erik Koch,Daron Cruickshank,-295▲,-340▲
6,UFC Fight Night 40: Brown vs. Silva,May 10th,Neil Magny,Tim Means,+275▲,+250▲
7,UFC Fight Night 40: Brown vs. Silva,May 10th,Tim Means,Neil Magny,-305▼,-300▼
8,UFC Fight Night 40: Brown vs. Silva,May 10th,Ruan Potts,Soa Palelei,+280▼,+260▼
9,UFC Fight Night 40: Brown vs. Silva,May 10th,Soa Palelei,Ruan Potts,-310▲,-310▲
10,UFC Fight Night 40: Brown vs. Silva,May 10th,Chris Cariaso,Louis Smolka,+135▲,+130▲
11,UFC Fight Night 40: Brown vs. Silva,May 10th,Louis Smolka,Chris Cariaso,-145▼,-150▼
12,UFC Fight Night 40: Brown vs. Silva,May 10th,Ed Herman,Rafael Natal,+135▼,+145▼
13,UFC Fight Night 40: Brown vs. Silva,May 10th,Rafael Natal,Ed Herman,-155▼,-170▲
14,UFC Fight Night 40: Brown vs. Silva,May 10th,Darrell Montague,Kyoji Horiguchi,+190▲,+180▲
15,UFC Fight Night 40: Brown vs. Silva,May 10th,Kyoji Horiguchi,Darrell Montague,-210▼,-210▼
16,UFC Fight Night 40: Brown vs. Silva,May 10th,Yan Cabral,Zak Cummings,-560▼,-600▼
17,UFC Fight Night 40: Brown vs. Silva,May 10th,Zak Cummings,Yan Cabral,+475▲,+450▲
18,UFC Fight Night 40: Brown vs. Silva,May 10th,Eddie Wineland,Johnny Eduardo,-935▼,-900▼
19,UFC Fight Night 40: Brown vs. Silva,May 10th,Johnny Eduardo,Eddie Wineland,+735▲,+600▲
20,UFC Fight Night 40: Brown vs. Silva,May 10th,Manny Gamburyan,Nik Lentz,+460▲,+420▼
21,UFC Fight Night 40: Brown vs. Silva,May 10th,Nik Lentz,Manny Gamburyan,-540▼,-550▲
22,UFC Fight Night 40: Brown vs. Silva,May 10th,Ben Wall,Justin Salas,+260▲,+250▲
23,UFC Fight Night 40: Brown vs. Silva,May 10th,Justin Salas,Ben Wall,-290▼,-300▼
24,UFC Fight Night 40: Brown vs. Silva,May 10th,Albert Tumenov,Anthony Lapsley,-265▼,-275▼
25,UFC Fight Night 40: Brown vs. Silva,May 10th,Anthony Lapsley,Albert Tumenov,+245▲,+235▲
0,UFC Fight Night 131: Rivera vs. Moraes,June 1st,Jimmie Rivera,Marlon Moraes,-120▼,-128▲
1,UFC Fight Night 131: Rivera vs. Moraes,June 1st,Marlon Moraes,Jimmie Rivera,+100▼,+108▼
2,UFC Fight Night 131: Rivera vs. Moraes,June 1st,Gregor Gillespie,Vinc Pichel,-400▼,-370▲
3,UFC Fight Night 131: Rivera vs. Moraes,June 1st,Vinc Pichel,Gregor Gillespie,+325▼,+305▼
4,UFC Fight Night 131: Rivera vs. Moraes,June 1st,Daniel Spitz,Walt Harris,+180▼,+182▼
5,UFC Fight Night 131: Rivera vs. Moraes,June 1st,Walt Harris,Daniel Spitz,-220▼,-212▲
6,UFC Fight Night 131: Rivera vs. Moraes,June 1st,Ben Saunders,Jake Ellenberger,+140▼,+140▲
7,UFC Fight Night 131: Rivera vs. Moraes,June 1st,Jake Ellenberger,Ben Saunders,-160▼,-160▼
8,UFC Fight Night 131: Rivera vs. Moraes,June 1st,Daniel Teymur,Julio Arce,+160▼,+150▲
9,UFC Fight Night 131: Rivera vs. Moraes,June 1st,Julio Arce,Daniel Teymur,-185▼,-175▼
10,UFC Fight Night 131: Rivera vs. Moraes,June 1st,Gian Villante,Sam Alvey,+135▲,+120▼
11,UFC Fight Night 131: Rivera vs. Moraes,June 1st,Sam Alvey,Gian Villante,-155▼,-140▲
12,UFC Fight Night 131: Rivera vs. Moraes,June 1st,Lauren Murphy,Sijara Eubanks,+175▼,+175▲
13,UFC Fight Night 131: Rivera vs. Moraes,June 1st,Sijara Eubanks,Lauren Murphy,-210▼,-205▼
14,UFC Fight Night 131: Rivera vs. Moraes,June 1st,David Teymur,Nik Lentz,-300▼,-285▲
15,UFC Fight Night 131: Rivera vs. Moraes,June 1st,Nik Lentz,David Teymur,+250▼,+245▼
16,UFC Fight Night 131: Rivera vs. Moraes,June 1st,Belal Muhammad,Chance Rencountre,-450▼,-445▼
17,UFC Fight Night 131: Rivera vs. Moraes,June 1st,Chance Rencountre,Belal Muhammad,+360▼,+375▲
18,UFC Fight Night 131: Rivera vs. Moraes,June 1st,Desmond Green,Gleison Tibau,-1200▼,-325▼
19,UFC Fight Night 131: Rivera vs. Moraes,June 1st,Gleison Tibau,Desmond Green,+600▲,+275▲
20,UFC Fight Night 131: Rivera vs. Moraes,June 1st,Johnny Eduardo,Nathaniel Wood,+205▼,+200▼
21,UFC Fight Night 131: Rivera vs. Moraes,June 1st,Nathaniel Wood,Johnny Eduardo,-245▼,-235▲
22,UFC Fight Night 131: Rivera vs. Moraes,June 1st,Jarred Brooks,Jose Torres,+125▼,+117▲
23,UFC Fight Night 131: Rivera vs. Moraes,June 1st,Jose Torres,Jarred Brooks,-145▼,-137▼
0,UFC 238: Cejudo vs. Moraes,June 8th,Henry Cejudo,Marlon Moraes,+145▲,+136▼
1,UFC 238: Cejudo vs. Moraes,June 8th,Marlon Moraes,Henry Cejudo,-165▼,-156▲
2,UFC 238: Cejudo vs. Moraes,June 8th,Donald Cerrone,Tony Ferguson,+175▼,+185▼
3,UFC 238: Cejudo vs. Moraes,June 8th,Tony Ferguson,Donald Cerrone,-210▼,-220▲
4,UFC 238: Cejudo vs. Moraes,June 8th,Nina Nunes,Tatiana Suarez,+525▲,+575▲
5,UFC 238: Cejudo vs. Moraes,June 8th,Tatiana Suarez,Nina Nunes,-750▼,-800▼
6,UFC 238: Cejudo vs. Moraes,June 8th,Calvin Kattar,Ricardo Lamas,-175▼,-175▼
7,UFC 238: Cejudo vs. Moraes,June 8th,Ricardo Lamas,Calvin Kattar,+155▼,+150▲
8,UFC 238: Cejudo vs. Moraes,June 8th,Jessica Eye,Valentina Shevchenko,+700▼,+800▲
9,UFC 238: Cejudo vs. Moraes,June 8th,Valentina Shevchenko,Jessica Eye,-1100▼,-1500▼
10,UFC 238: Cejudo vs. Moraes,June 8th,Jimmie Rivera,Petr Yan,+300▼,+280▼
11,UFC 238: Cejudo vs. Moraes,June 8th,Petr Yan,Jimmie Rivera,-360▼,-340▲
12,UFC 238: Cejudo vs. Moraes,June 8th,Blagoy Ivanov,Tai Tuivasa,+140▼,+140▲
13,UFC 238: Cejudo vs. Moraes,June 8th,Tai Tuivasa,Blagoy Ivanov,-160▼,-160▼
14,UFC 238: Cejudo vs. Moraes,June 8th,Aljamain Sterling,Pedro Munhoz,-160▼,-170▲
15,UFC 238: Cejudo vs. Moraes,June 8th,Pedro Munhoz,Aljamain Sterling,+140▼,+145▼
16,UFC 238: Cejudo vs. Moraes,June 8th,Alexa Grasso,Karolina Kowalkiewicz,-125▼,-114▲
17,UFC 238: Cejudo vs. Moraes,June 8th,Karolina Kowalkiewicz,Alexa Grasso,+105▼,-106▼
18,UFC 238: Cejudo vs. Moraes,June 8th,Angela Hill,Xiaonan Yan,+180▼,+215▲
19,UFC 238: Cejudo vs. Moraes,June 8th,Xiaonan Yan,Angela Hill,-220▼,-255▼
20,UFC 238: Cejudo vs. Moraes,June 8th,Bevon Lewis,Darren Stewart,-170▼,-180▼
21,UFC 238: Cejudo vs. Moraes,June 8th,Darren Stewart,Bevon Lewis,+150▼,+155▲
22,UFC 238: Cejudo vs. Moraes,June 8th,Eddie Wineland,Grigory Popov,-155▼,-161▼
23,UFC 238: Cejudo vs. Moraes,June 8th,Grigory Popov,Eddie Wineland,+135▼,+141▲
24,UFC 238: Cejudo vs. Moraes,June 8th,Joanne Calderwood,Katlyn Chookagian,-115▼,-108▼
25,UFC 238: Cejudo vs. Moraes,June 8th,Katlyn Chookagian,Joanne Calderwood,-105▼,-112▲
0,UFC 201: Lawler vs. Woodley,July 30th,Robbie Lawler,Tyron Woodley,-120▼,-120▲
1,UFC 201: Lawler vs. Woodley,July 30th,Tyron Woodley,Robbie Lawler,+100▼,+100▼
2,UFC 201: Lawler vs. Woodley,July 30th,Karolina Kowalkiewicz,Rose Namajunas,+165▼,+165▲
3,UFC 201: Lawler vs. Woodley,July 30th,Rose Namajunas,Karolina Kowalkiewicz,-190▼,-190▼
4,UFC 201: Lawler vs. Woodley,July 30th,Jake Ellenberger,Matt Brown,+255▼,+245▼
5,UFC 201: Lawler vs. Woodley,July 30th,Matt Brown,Jake Ellenberger,-310▼,-285▲
6,UFC 201: Lawler vs. Woodley,July 30th,Erik Perez,Francisco Rivera,-150▼,-150▼
7,UFC 201: Lawler vs. Woodley,July 30th,Francisco Rivera,Erik Perez,+130▼,+130▲
8,UFC 201: Lawler vs. Woodley,July 30th,Fredy Serrano,Ryan Benoit,-115▼,-115▲
9,UFC 201: Lawler vs. Woodley,July 30th,Ryan Benoit,Fredy Serrano,-105▼,-105▼
10,UFC 201: Lawler vs. Woodley,July 30th,Ed Herman,Nikita Krylov,+200▼,+205▲
11,UFC 201: Lawler vs. Woodley,July 30th,Nikita Krylov,Ed Herman,-240▼,-240▼
12,UFC 201: Lawler vs. Woodley,July 30th,Jorge Masvidal,Ross Pearson,-265▼,-265▼
13,UFC 201: Lawler vs. Woodley,July 30th,Ross Pearson,Jorge Masvidal,+225▼,+225▲
14,UFC 201: Lawler vs. Woodley,July 30th,Anthony Hamilton,Damian Grabowski,-135▼,-128▲
15,UFC 201: Lawler vs. Woodley,July 30th,Damian Grabowski,Anthony Hamilton,+115▼,+108▼
16,UFC 201: Lawler vs. Woodley,July 30th,Hector Sandoval,Wilson Reis,+300▼,+310▲
17,UFC 201: Lawler vs. Woodley,July 30th,Wilson Reis,Hector Sandoval,-360▼,-375▼
18,UFC 201: Lawler vs. Woodley,July 30th,Bojan Velickovic,Michael Graves,+195▼,+215▼
19,UFC 201: Lawler vs. Woodley,July 30th,Michael Graves,Bojan Velickovic,-235▼,-255▲
20,UFC 201: Lawler vs. Woodley,July 30th,Cesar Arzamendia,Damien Brown,-105▼,-107▼
21,UFC 201: Lawler vs. Woodley,July 30th,Damien Brown,Cesar Arzamendia,-115▼,-113▲
0,UFC on ESPN 15: Munhoz vs. Edgar,August 22nd,Frankie Edgar,Pedro Munhoz,+225▼,+220▼
1,UFC on ESPN 15: Munhoz vs. Edgar,August 22nd,Pedro Munhoz,Frankie Edgar,-265▼,-260▲
2,UFC on ESPN 15: Munhoz vs. Edgar,August 22nd,Marcin Prachnio,Mike Rodriguez,+200▼,+180▼
3,UFC on ESPN 15: Munhoz vs. Edgar,August 22nd,Mike Rodriguez,Marcin Prachnio,-240▲,-210▲
4,UFC on ESPN 15: Munhoz vs. Edgar,August 22nd,Mariya Agapova,Shana Dobson,-1375▼,-1500▲
5,UFC on ESPN 15: Munhoz vs. Edgar,August 22nd,Shana Dobson,Mariya Agapova,+900▼,+950▼
6,UFC on ESPN 15: Munhoz vs. Edgar,August 22nd,Daniel Rodriguez,Dwight Grant,-210▼,-190▼
7,UFC on ESPN 15: Munhoz vs. Edgar,August 22nd,Dwight Grant,Daniel Rodriguez,+175▼,+165▲
8,UFC on ESPN 15: Munhoz vs. Edgar,August 22nd,Amanda Lemos,Mizuki Inoue,+135,+120▼
