Event,Fighter,Opponent,Opening_odds,Close_odds1,Close_odds2,Movement
UFC 275: Teixeira vs. Prochazka Jun 12th 2022,Ramazan Emeev,Jack Della Maddalena,-150,+145,+162,+34.1%▲
UFC Fight Night: Ladd vs. Dumont Oct 16th 2021,Ramazan Emeev,Danny Roberts,-300,-350,-280,-1.9%▼
UFC on ABC 1: Holloway vs. Kattar Jan 16th 2021,Ramazan Emeev,David Zawada,-210,-318,-278,-10.3%▼
UFC on ESPN 14: Whittaker vs. Till Jul 25th 2020,Ramazan Emeev,Niklas Stolze,-245,-420,-385,-12.8%▼
UFC on ESPN+ 21: Zabit vs. Kattar Nov 9th 2019,Ramazan Emeev,Anthony Rocco Martin,-135,-139,-130,0%
UFC Fight Night 136: Hunt vs. Oleinik Sep 15th 2018,Ramazan Emeev,Stefan Sekulic,-475,-750,-680,-6.2%▼
UFC 224: Nunes vs. Pennington May 12th 2018,Ramazan Emeev,Alberto Mina,-210,-181,-170,+5.9%▲
UFC Fight Night 118: Cerrone vs. Till Oct 21st 2017,Ramazan Emeev,Sam Alvey,+100,-155,-150,-20.9%▼
UFC Fight Night 21: Florian vs. Gomi Mar 31st 2010,Rob Emerson,Nik Lentz,+110,+130,+130,+8.7%▲
UFC 109: Relentless Feb 6th 2010,Rob Emerson,Phillipe Nover,-130,-115,-115,+5.4%▲
UFC 103: Franklin vs Belfort Sep 19th 2009,Rob Emerson,Rafael Dos Anjos,-115,+110,+110,+11%▲
UFC Fight Night 17: Lauzon vs Stephens Feb 7th 2009,Rob Emerson,Kurt Pellegrino,+158,+190,+190,+11%▲
UFC 87: Seek And Destroy Aug 9th 2008,Rob Emerson,Manny Gamburyan,+210,+290,+290,+20.5%▲
UFC 81: Breaking Point Feb 2nd 2008,Rob Emerson,Keita Nakamura,+210,+265,+265,+15.1%▲
UFC: The Ultimate Fighter 5 Finale Jun 23rd 2007,Rob Emerson,Gray Maynard,,,,
UFC Fight Night 219 Feb 18th 2023,Jamall Emmers,Khusein Askhabov,+200,+130,+162,-22.4%▼
UFC on ESPN: Barboza vs. Chikadze Aug 28th 2021,Jamall Emmers,Pat Sabatini,-145,-161,-147,-2.2%▼
UFC on ESPN+ 31: Brunson vs. Shahbazyan Aug 1st 2020,Jamall Emmers,Vincent Cachero,-265,-500,-450,-14.1%▼
UFC 248: Adesanya vs. Romero Mar 7th 2020,Jamall Emmers,Giga Chikadze,-165,-200,-170,-3.7%▼
UFC Fight Night 227 Jun 17th 2023,Josh Emmett,Ilia Topuria,+170,+220,+235,+16.9%▲
UFC 284: Makhachev vs. Volkanovski Feb 12th 2023,Josh Emmett,Yair Rodriguez,+140,+150,+160,+5.9%▲
UFC Fight Night: Kattar vs. Emmett Jun 18th 2022,Josh Emmett,Calvin Kattar,+145,+175,+235,+19.1%▲
UFC 269 Dec 11th 2021,Josh Emmett,Dan Ige,-200,-155,-127,+12.5%▲
UFC on ESPN 11: Blaydes vs. Volkov Jun 20th 2020,Josh Emmett,Shane Burgos,+115,+150,+165,+16.3%▲
UFC on ESPN+ 13: De Randamie vs. Ladd Jul 13th 2019,Josh Emmett,Mirsad Bektic,+145,+137,+150,-0.8%▼
UFC on ESPN 2: Barboza vs. Gaethje Mar 30th 2019,Josh Emmett,Michael Johnson,-140,+120,+130,+23.8%▲
UFC on FOX 28: Stephens vs. Emmett Feb 24th 2018,Josh Emmett,Jeremy Stephens,-110,+110,+110,+9.1%▲
UFC on FOX 26: Lawler vs. Dos Anjos Dec 16th 2017,Josh Emmett,Ricardo Lamas,+160,+230,+245,+23.1%▲
UFC Fight Night 118: Cerrone vs. Till Oct 21st 2017,Josh Emmett,Felipe Arantes,-270,-240,-235,+3.5%▲
UFC 210: Cormier vs. Johnson 2 Apr 8th 2017,Josh Emmett,Desmond Green,-155,-200,-200,-9.7%▼
UFC on FOX 22: VanZant vs. Waterson Dec 17th 2016,Josh Emmett,Scott Holtzman,-230,-195,-185,+6%▲
UFC Fight Night 87: Overeem vs. Arlovski May 8th 2016,Josh Emmett,Jon Tuck,+110,-117,-110,-11.9%▼
UFC Fight Night 127: Werdum vs. Volkov Mar 17th 2018,Oliver Enkamp,Danny Roberts,+170,+110,+110,-28.6%▼
UFC Fight Night 109: Gustafsson vs. Teixeira May 28th 2017,Oliver Enkamp,Nordine Taleb,+220,+270,+275,+14.2%▲
UFC Fight Pass Invitational 3 Dec 15th 2022,Oliver Taza,Luke Griffith,+215,+425,+425,+40%▲
UFC Fight Pass Invitational 3 Dec 15th 2022,Oliver Taza,Richie Martinez,-165,-550,-312,-28.4%▼
UFC on FOX 14: Gustafsson vs. Johnson Jan 24th 2015,Andy Ogle,Makwan Amirkhani,-125,-177,-175,-14.8%▼
UFC Fight Night 41: Munoz vs. Mousasi May 31st 2014,Andy Ogle,Maximo Blanco,+165,+200,+205,+12.5%▲
UFC Fight Night 36: Machida vs. Mousasi Feb 15th 2014,Andy Ogle,Charles Oliveira,+500,+550,+590,+10.4%▲
UFC Fight Night 30: Machida vs. Munoz Oct 26th 2013,Andy Ogle,Cole Miller,+175,+170,+185,+1.1%▲
UFC on Fuel TV 7: Barao vs. McDonald Feb 16th 2013,Andy Ogle,Josh Grispi,+170,+130,+145,-13.4%▼
UFC on FUEL TV 5: Struve vs. Miocic Sep 29th 2012,Andy Ogle,Akira Corassani,-160,-155,-145,+2.5%▲
UFC: The Ultimate Fighter 15 Episode 11 May 18th 2012,Andy Ogle,Al Iaquinta,+390,+330,+340,-12.6%▼
UFC: The Ultimate Fighter 15 Episode 9 May 4th 2012,Andy Ogle,Mike Rio,+350,+405,+435,+13.5%▲
UFC Fight Pass Invitational 3 Dec 15th 2022,Andy Varela,Luke Griffith,+240,+440,+475,+39.1%▲
UFC Fight Pass Invitational 3 Dec 15th 2022,Andy Varela,Nick Rodriguez,+310,+300,+310,-1.2%▼
UFC: The Ultimate Fighter 22 Finale: Edgar vs. Mendes Dec 11th 2015,Konstantin Erokhin,Gabriel Gonzaga,-110,-145,-140,-12.3%▼
UFC on FOX 14: Gustafsson vs. Johnson Jan 24th 2015,Konstantin Erokhin,Viktor Pesta,-260,-430,-415,-12%▼
UFC Fight Night 224 Apr 29th 2023,Julian Erosa,Fernando Padilla,-325,-170,-138,+20.3%▲
UFC Fight Night 217 Dec 17th 2022,Julian Erosa,Alex Caceres,-150,-180,-166,-5.8%▼
UFC 279 Sep 10th 2022,Julian Erosa,Hakeem Dawodu,+165,+175,+187,+5.7%▲
UFC Vegas 47 Feb 6th 2022,Julian Erosa,Steven Peterson,-235,-350,-300,-9.1%▼
UFC Fight Night 191 Sep 4th 2021,Julian Erosa,Charles Jourdain,+140,+150,+170,+7.3%▲
UFC on ESPN: The Korean Zombie vs. Ige Jun 19th 2021,Julian Erosa,Seungwoo Choi,-130,+115,+144,+20.7%▲
UFC Fight Night 185: Blaydes vs. Lewis Feb 20th 2021,Julian Erosa,Nate Landwehr,+130,+100,+140,-5.5%▼
UFC on ESPN 12: Poirier vs. Hooker Jun 27th 2020,Julian Erosa,Sean Woodson,+310,+390,+400,+17.5%▲
UFC on ESPN+ 10: Dos Anjos vs. Lee May 18th 2019,Julian Erosa,Julio Arce,+280,+550,+575,+42.2%▲
UFC on ESPN+ 4: Lewis vs. Dos Santos Mar 9th 2019,Julian Erosa,Grant Dawson,+145,+150,+170,+6.8%▲
UFC Fight Night 139: Korean Zombie vs. Rodriguez Nov 10th 2018,Julian Erosa,Devonte Smith,-120,+187,+210,+39.1%▲
UFC 196: McGregor vs. Diaz Mar 5th 2016,Julian Erosa,Teruto Ishihara,-270,-175,-175,+12.8%▲
UFC: The Ultimate Fighter 22 Finale: Edgar vs. Mendes Dec 11th 2015,Julian Erosa,Marcin Wrzosek,-140,+105,+105,+16.4%▲
UFC 285 Mar 4th 2023,Julian Marquez,Marc-Andre Barriault,-148,+105,+140,+27.1%▲
UFC Fight Night: Kattar vs. Emmett Jun 18th 2022,Julian Marquez,Gregory Rodrigues,-110,+135,+150,+21.1%▲
UFC Feb 19th 2022,Julian Marquez,Kyle Daukaus,+135,+135,+135,
UFC 258: Usman vs. Burns Feb 13th 2021,Julian Marquez,Maki Pitolo,-185,-173,-160,+3.4%▲
UFC Fight Night 182: Felder vs. dos Anjos Nov 14th 2020,Julian Marquez,Saparbek Safarov,-200,-310,-285,-12.4%▼
UFC: The Ultimate Fighter 27 Finale: Tavares vs. Adesanya Jul 6th 2018,Julian Marquez,Alessio Di Chirico,-210,-137,-135,+14.9%▲
UFC on FOX 26: Lawler vs. Dos Anjos Dec 16th 2017,Julian Marquez,Darren Stewart,-270,-340,-335,-5.7%▼
UFC on ABC 2: Vettori vs. Holland Apr 10th 2021,Julian Marquez,Sam Alvey,-125,-188,-145,-11.3%▼
UFC On FOX 1: Velasquez vs. Dos Santos Nov 12th 2011,Cole Escovedo,Alex Caceres,-260,-270,-270,-1%▼
UFC 135: Jones vs. Rampage Sep 24th 2011,Cole Escovedo,Takeya Mizugaki,+140,+200,+200,+20%▲
UFC 130: Rampage vs. Hamill May 28th 2011,Cole Escovedo,Renan Barao,+265,+315,+315,+12%▲
UFC on FOX 22: VanZant vs. Waterson Dec 17th 2016,Cole Miller,Mizuto Hirota,+100,-115,-112,-6.5%▼
UFC 199: Rockhold vs. Bisping II Jun 4th 2016,Cole Miller,Alex Caceres,-150,-170,-165,-4.5%▼
UFC on FOX 17: Dos Anjos vs. Cerrone Dec 19th 2015,Cole Miller,Jim Alers,-120,-115,-110,+2.7%▲
UFC Fight Night 60: Henderson vs. Thatch Feb 14th 2015,Cole Miller,Max Holloway,+260,+350,+400,+24.2%▲
UFC Fight Night 35: Rockhold vs. Philippou Jan 15th 2014,Cole Miller,Sam Sicilia,-165,-125,-120,+11.4%▲
UFC Fight Night 30: Machida vs. Munoz Oct 26th 2013,Cole Miller,Andy Ogle,-245,-210,-200,+5.4%▲
UFC Fight Night 26: Shogun vs. Sonnen Aug 17th 2013,Cole Miller,Manvel Gamburyan,-130,+120,+130,+21.4%▲
UFC: The Ultimate Fighter 17 Finale Apr 13th 2013,Cole Miller,Bart Palaszewski,+150,+130,+140,-6.4%▼
UFC on FOX 4: Shogun vs. Vera Aug 4th 2012,Cole Miller,Nam Phan,-130,-150,-140,-4.7%▼
UFC on FX 2: Alves vs. Kampmann Mar 2nd 2012,Cole Miller,Steven Siler,-350,-460,-460,-5.6%▼
UFC On Versus 5: Hardy vs. Lytle Aug 14th 2011,Cole Miller,T.J. Obrien,-410,-440,-440,-1.4%▼
UFC Fight Night 23: Fight For The Troops II Jan 22nd 2011,Cole Miller,Matt Wiman,-195,-135,-135,+13.1%▲
UFC Fight Night 22: Marquardt vs. Palhares Sep 15th 2010,Cole Miller,Ross Pearson,+200,+190,+190,-3.4%▼
UFC 108: Evans vs Silva Jan 2nd 2010,Cole Miller,Dan Lauzon,-185,-185,-185,0%
UFC 103: Franklin vs Belfort Sep 19th 2009,Cole Miller,Efrain Escudero,+130,+125,+125,-2.2%▼
UFC Fight Night 18: Condit vs Kampmann Apr 1st 2009,Cole Miller,Junie Browning,-110,-155,-155,-16%▼
UFC 86: Jackson vs Griffin Jul 5th 2008,Cole Miller,Jorge Gurgel,-115,-145,-145,-10.6%▼
UFC Fight Night 12: Swick vs Burkman Jan 23rd 2008,Cole Miller,Jeremy Stephens,-170,-175,-175,-1.1%▼
UFC Fight Night 11: Thomas vs Florian Sep 19th 2007,Cole Miller,Leonard Garcia,-135,-135,-135,0%
UFC: The Ultimate Fighter 5 Finale Jun 23rd 2007,Cole Miller,Andy Wang,,,,
UFC on ESPN+ 34: Overeem vs. Sakai Sep 5th 2020,Cole Smith,Hunter Azure,+160,+208,+230,+19%▲
UFC on ESPN+ 16: Cowboy vs. Gaethje Sep 14th 2019,Cole Smith,Miles Johns,+135,+110,+155,-3.5%▼
UFC on ESPN+ 9: Iaquinta vs. Cowboy May 4th 2019,Cole Smith,Mitch Gagnon,+100,+100,+102,+0.5%▲
UFC on ESPN+ 39: Hall vs. Silva Oct 31st 2020,Cole Williams,Jason Witt,-145,+140,+155,+31.6%▲
UFC on ESPN 5: Covington vs. Lawler Aug 3rd 2019,Cole Williams,Claudio Silva,+280,+380,+425,+25.5%▲
UFC 197: Jones vs. Saint Preux Apr 23rd 2016,Efrain Escudero,Kevin Lee,+280,+300,+315,+6.9%▲
UFC Fight Night 78: Magny vs. Gastelum Nov 21st 2015,Efrain Escudero,Leandro Silva,+100,+128,+130,+12.7%▲
UFC 188: Velasquez vs. Werdum Jun 13th 2015,Efrain Escudero,Drew Dober,+125,+115,+120,-3.2%▼
UFC Fight Night 60: Henderson vs. Thatch Feb 14th 2015,Efrain Escudero,Rodrigo Lima,-130,+144,+155,+29.2%▲
UFC Fight Night 51: Big Foot vs. Arlovski II Sep 13th 2014,Efrain Escudero,Leonardo Santos,+110,+190,+190,+27.6%▲
UFC 145: Jones vs. Evans Apr 21st 2012,Efrain Escudero,Mac Danzig,+120,+125,+125,+2.2%▲
UFC 141: Lesnar vs. Overeem Dec 30th 2011,Efrain Escudero,Jacob Volkmann,+190,+245,+245,+15.9%▲
UFC Fight Night 22: Marquardt vs. Palhares Sep 15th 2010,Efrain Escudero,Charles Oliveira,+110,-155,-155,-27.6%▼
UFC 114: Jackson vs. Evans May 29th 2010,Efrain Escudero,Dan Lauzon,-390,-400,-400,-0.5%▼
UFC Fight Night 20: Maynard vs Diaz Jan 11th 2010,Efrain Escudero,Evan Dunham,-275,-275,-275,0%
UFC 103: Franklin vs Belfort Sep 19th 2009,Efrain Escudero,Cole Miller,-160,-145,-145,+3.8%▲
UFC: The Ultimate Fighter 8 Finale Dec 13th 2008,Efrain Escudero,Phillipe Nover,+310,+300,+300,-2.5%▼
UFC Fight Night 57: Edgar vs. Swanson Nov 22nd 2014,Juan Puig,Doo Ho Choi,+250,+375,+410,+29%▲
UFC: The Ultimate Fighter 19 Finale Jul 6th 2014,Juan Manuel Puig,Adriano Martins,+280,+350,+375,+17.9%▲
UFC 259: Blachowicz vs. Adesanya Mar 6th 2021,Jordan Espinosa,Tim Elliott,+110,+100,+137,+6.3%▲
UFC on ESPN+ 36: Covington vs. Woodley Sep 19th 2020,Jordan Espinosa,David Dvorak,+145,-111,+100,-25.5%▼
UFC on ESPN 10: Eye vs. Calvillo Jun 13th 2020,Jordan Espinosa,Mark de La Rosa,-225,-189,-175,+7.1%▲
UFC on ESPN 5: Covington vs. Lawler Aug 3rd 2019,Jordan Espinosa,Matt Schnell,-120,-160,-139,-10.3%▼
UFC on ESPN+ 6: Thompson vs. Pettis Mar 23rd 2019,Jordan Espinosa,Eric Shelton,+110,+110,+120,+2.3%▲
UFC on ESPN+ 24: Blaydes vs. Dos Santos Jan 25th 2020,Jordan Espinosa,Alex Perez,+220,+205,+225,-2.2%▼
UFC on ESPN 12: Poirier vs. Hooker Jun 27th 2020,Jordan Griffin,Youssef Zalal,+105,+110,+115,+3.3%▲
UFC on ESPN 10: Eye vs. Calvillo Jun 13th 2020,Jordan Griffin,Darrick Minner,-230,-175,-172,+8.9%▲
UFC on ESPN+ 27: Benavidez vs. Figueiredo Feb 29th 2020,Jordan Griffin,T.J. Brown,-210,-139,-132,+15.2%▲
UFC on ESPN+ 16: Cowboy vs. Gaethje Sep 14th 2019,Jordan Griffin,Chas Skelly,-110,-165,-152,-17.5%▼
UFC on ESPN 3: Ngannou vs. Dos Santos Jun 29th 2019,Jordan Griffin,Vince Murdock,-265,-400,-380,-9.8%▼
UFC on FOX 31: Lee vs. Iaquinta 2 Dec 15th 2018,Jordan Griffin,Dan Ige,+145,+145,+150,+0.8%▲
UFC on ABC 2: Vettori vs. Holland Apr 10th 2021,Jordan Griffin,Luis Saldana,+115,+105,+125,-0.9%▼
UFC Fight Night 136: Hunt vs. Oleinik Sep 15th 2018,Jordan Johnson,Adam Yandiev,-175,-280,-262,-14.8%▼
UFC 222: Cyborg vs. Kunitskaya Mar 3rd 2018,Jordan Johnson,Adam Milstead,-275,-255,-240,+2.8%▲
UFC on FOX 23: Shevchenko vs. Pena Jan 28th 2017,Jordan Johnson,Luis Henrique da Silva,-165,-190,-190,-5.2%▼
UFC: The Ultimate Fighter 25 Finale: Johnson vs. Gaethje Jul 7th 2017,Jordan Johnson,Marcel Fortuna,-270,-200,-190,+9.4%▲
UFC 241: Cormier vs. Miocic 2 Aug 17th 2019,Jodie Esquibel,Hannah Cifers,+170,+240,+245,+21.1%▲
UFC on ESPN+ 8: Jacare vs. Hermansson Apr 27th 2019,Jodie Esquibel,Angela Hill,+160,+420,+455,+52%▲
UFC Fight Night 133: Dos Santos vs. Ivanov Jul 14th 2018,Jodie Esquibel,Jessica Aguilar,+115,-172,-170,-35.7%▼
UFC Fight Night 118: Cerrone vs. Till Oct 21st 2017,Jodie Esquibel,Karolina Kowalkiewicz,+250,+450,+470,+37.5%▲
Road to UFC 2 Jun 9th 2022,Shaun Etchell,Takeru Uchida,-200,-215,-155,+1.7%▲
UFC on Fuel TV 7: Barao vs. McDonald Feb 16th 2013,Terry Etim,Renee Forte,-350,-360,-355,-0.5%▼
UFC 142: Aldo vs. Mendes Jan 14th 2012,Terry Etim,Edson Barboza,+210,+275,+275,+17.3%▲
UFC 138: Leben vs. Munoz Nov 5th 2011,Terry Etim,Edward Faaloloto,-610,-660,-660,-1.1%▼
UFC 112: Invincible Apr 10th 2010,Terry Etim,Rafael Dos Anjos,-185,-135,-135,+11.5%▲
UFC 105: Couture vs Vera Nov 14th 2009,Terry Etim,Shannon Gugerty,-370,-370,-370,
UFC 99: The Comeback Jun 13th 2009,Terry Etim,Justin Buchholz,-270,-320,-320,-4.4%▼
UFC 95: Sanchez vs Stevenson Feb 21st 2009,Terry Etim,Brian Cobb,-250,-255,-255,-0.6%▼
UFC 89: Bisping vs Leben Oct 18th 2008,Terry Etim,Sam Stout,+260,+225,+225,-10.8%▼
UFC 84: Ill Will May 24th 2008,Terry Etim,Rich Clementi,+180,+195,+195,+5.1%▲
UFC 75: Champion vs Champion Sep 8th 2007,Terry Etim,Gleison Tibau,+155,+145,+145,-4.1%▼
UFC 81: Breaking Point Feb 2nd 2008,Terry Martin,Marvin Eastman,-210,-225,-225,-2.2%▼
UFC Fight Night 11: Thomas vs Florian Sep 19th 2007,Terry Martin,Chris Leben,-200,-240,-240,-5.9%▼
UFC 79: Nemesis Dec 29th 2007,Doug Evans,Mark Bocek,+105,+100,+100,-2.5%▼
UFC: The Ultimate Fighter 5 Finale Jun 23rd 2007,Doug Evans,Roger Huerta,,,,
UFC on ESPN 18: Smith vs. Clark Nov 28th 2020,Ashlee Evans-Smith,Norma Dumont,-130,-164,-150,-7.5%▼
UFC on ESPN 1: Ngannou vs. Velasquez Feb 17th 2019,Ashlee Evans-Smith,Andrea Lee,+165,+150,+160,-3.1%▼
UFC 223: Nurmagomedov vs. Iaquinta Apr 7th 2018,Ashlee Evans-Smith,Bec Rawlings,-230,-200,-190,+5.2%▲
UFC 215: Nunes vs. Shevchenko 2 Sep 9th 2017,Ashlee Evans-Smith,Sarah Moras,-245,-320,-320,-7.3%▼
UFC on FOX 24: Johnson vs. Reis Apr 15th 2017,Ashlee Evans-Smith,Ketlen Vieira,-170,-180,-165,-0.6%▼
UFC Fight Night 93: Arlovski vs. Barnett Sep 3rd 2016,Ashlee Evans-Smith,Veronica Macedo,-265,-270,-240,+1.1%▲
UFC Fight Night 83: Cowboy vs. Cowboy Feb 21st 2016,Ashlee Evans-Smith,Marion Reneau,+160,+165,+175,+3.7%▲
UFC 181: Hendricks vs. Lawler 2 Dec 6th 2014,Ashlee Evans-Smith,Raquel Pennington,-180,-214,-190,-4%▼
UFC 277: Pena vs. Nunes 2 Jul 30th 2022,Anthony Smith,Magomed Ankalaev,+300,+380,+460,+25.1%▲
UFC Fight Night: Smith vs. Spann Sep 18th 2021,Anthony Smith,Ryan Spann,-160,-177,-132,+1%▲
UFC on ESPN 18: Smith vs. Clark Nov 28th 2020,Anthony Smith,Devin Clark,-155,-152,-135,+3.7%▲
UFC on ESPN+ 33: Smith vs. Rakic Aug 29th 2020,Anthony Smith,Aleksandar Rakic,+200,+200,+205,+0.7%▲
UFC on ESPN+ 11: Gustafsson vs. Smith Jun 1st 2019,Anthony Smith,Alexander Gustafsson,+175,+250,+275,+24%▲
UFC 235: Jones vs. Smith Mar 2nd 2019,Anthony Smith,Jon Jones,+600,+450,+550,-16.7%▼
UFC Fight Night 138: Volkan vs. Smith Oct 27th 2018,Anthony Smith,Volkan Oezdemir,+160,+137,+150,-7.4%▼
UFC Fight Night 134: Shogun vs. Smith Jul 22nd 2018,Anthony Smith,Mauricio Rua,-175,-150,-142,+6.7%▲
UFC 225: Whittaker vs. Romero 2 Jun 9th 2018,Anthony Smith,Rashad Evans,-270,-210,-205,+7.5%▲
UFC Fight Night 125: Machida vs. Anders Feb 3rd 2018,Anthony Smith,Thiago Santos,+170,+210,+215,+13.7%▲
UFC Fight Night 116: Rockhold vs. Branch Sep 16th 2017,Anthony Smith,Hector Lombard,+120,-158,-155,-34.4%▼
UFC on FOX 24: Johnson vs. Reis Apr 15th 2017,Anthony Smith,Andrew Sanchez,+160,+270,+285,+31.2%▲
UFC: The Ultimate Fighter 24 Finale Dec 3rd 2016,Anthony Smith,Elvis Mutapcic,-145,-115,-113,+10%▲
UFC: The Ultimate Fighter 23 Finale: Team Joanna vs. Team Claudia Jul 8th 2016,Anthony Smith,Cezar Ferreira,-120,-110,-105,+4.8%▲
UFC Fight Night 83: Cowboy vs. Cowboy Feb 21st 2016,Anthony Smith,Leonardo Augusto Leleco,-170,-135,-135,+8.8%▲
UFC 261: Usman vs. Masvidal 2 Apr 24th 2021,Anthony Smith,Jimmy Crute,+135,+163,+210,+19.2%▲
UFC on ESPN+ 29: Smith vs. Teixeira May 13th 2020,Anthony Smith,Glover Teixeira,-165,-230,-227,-11.8%▼
UFC on FUEL TV 10: Nogueira vs. Werdum 2 Jun 8th 2013,Anthony Smith,Antonio Braga Neto,+170,+205,+220,+13.7%▲
UFC on ESPN+ 11: Gustafsson vs. Smith Jun 1st 2019,Tonya Evinger,Lina Lansberg,-175,-400,-333,-24.3%▼
UFC 229: Nurmagomedov vs. McGregor Oct 6th 2018,Tonya Evinger,Aspen Ladd,+185,+160,+162,-9.2%▼
UFC 214: Cormier vs. Jones 2 Jul 29th 2017,Tonya Evinger,Cristiane Justino,+600,+800,+875,+25.4%▲
UFC Fight Night 225 May 6th 2023,Movsar Evloev,Bryce Mitchell,-175,-275,-250,-13.9%▼
UFC Fight Night 211 Jun 4th 2022,Movsar Evloev,Dan Ige,-200,-455,-400,-21.2%▼
UFC 270 Jan 22nd 2022,Movsar Evloev,Ilia Topuria,+100,+110,+110,+4.8%▲
UFC 263: Adesanya vs. Vettori 2 Jun 12th 2021,Movsar Evloev,Hakeem Dawodu,-280,-240,-200,+6.7%▲
UFC 257: Poirier vs. McGregor 2 Jan 23rd 2021,Movsar Evloev,Nik Lentz,-400,-750,-556,-8.5%▼
UFC on ESPN 14: Whittaker vs. Till Jul 25th 2020,Movsar Evloev,Mike Grundy,-270,-189,-167,+12.6%▲
UFC on ESPN+ 20: Maia vs. Askren Oct 26th 2019,Movsar Evloev,Enrique Barzola,-190,-200,-195,-1.4%▼
UFC on ESPN+ 7: Overeem vs. Oleinik Apr 20th 2019,Movsar Evloev,Seung Woo Choi,-305,-455,-410,-8%▼
UFC 138: Leben vs. Munoz Nov 5th 2011,Edward Faaloloto,Terry Etim,+425,+540,+540,+18%▲
UFC On Versus 4 Jun 26th 2011,Edward Faaloloto,Michael Johnson,+340,+430,+430,+17%▲
UFC on ESPN+ 13: De Randamie vs. Ladd Jul 13th 2019,Urijah Faber,Ricky Simon,+155,+275,+320,+35.1%▲
UFC on FOX 22: VanZant vs. Waterson Dec 17th 2016,Urijah Faber,Brad Pickett,-400,-360,-340,+2.8%▲
UFC 203: Miocic vs. Overeem Sep 10th 2016,Urijah Faber,Jimmie Rivera,-130,+140,+150,+27.8%▲
UFC 199: Rockhold vs. Bisping II Jun 4th 2016,Urijah Faber,Dominick Cruz,+400,+315,+330,-18.2%▼
UFC 194: Aldo vs. McGregor Dec 12th 2015,Urijah Faber,Frankie Saenz,-505,-490,-450,+1.2%▲
UFC Fight Night 66: Edgar vs. Faber May 16th 2015,Urijah Faber,Frankie Edgar,+260,+421,+425,+31.2%▲
UFC 181: Hendricks vs. Lawler 2 Dec 6th 2014,Urijah Faber,Francisco Rivera,-405,-925,-900,-12.4%▼
UFC 175: Weidman vs. Machida Jul 5th 2014,Urijah Faber,Alex Caceres,-750,-705,-600,+1.7%▲
UFC 169: Barao vs. Faber Feb 1st 2014,Urijah Faber,Renan Barao,+190,+280,+305,+26.2%▲
UFC 245: Usman vs. Covington Dec 14th 2019,Urijah Faber,Petr Yan,+185,+375,+385,+40.6%▲
UFC on FOX 9: Johnson vs. Benavidez Dec 14th 2013,Urijah Faber,Michael McDonald,-160,-160,-150,+1.2%▲
UFC Fight Night 26: Shogun vs. Sonnen Aug 17th 2013,Urijah Faber,Yuri Alcantara,-210,-260,-215,-3.9%▼
UFC: The Ultimate Fighter 17 Finale Apr 13th 2013,Urijah Faber,Scott Jorgensen,-420,-450,-440,-1.1%▼
UFC 157: Rousey vs. Carmouche Feb 23rd 2013,Urijah Faber,Ivan Menjivar,-180,-370,-350,-21.7%▼
UFC 149: Faber vs. Barao Jul 21st 2012,Urijah Faber,Renan Barao,+140,+145,+150,+3.2%▲
UFC 139: Shogun vs. Henderson Nov 19th 2011,Urijah Faber,Brian Bowles,-195,-174,-174,+3.9%▲
UFC 132: Cruz vs. Faber Jul 2nd 2011,Urijah Faber,Dominick Cruz,-120,+170,+170,+32.1%▲
UFC 128: Shogun vs. Jones Mar 19th 2011,Urijah Faber,Eddie Wineland,-195,-400,-400,-21%▼
UFC 193: Rousey vs. Holm Nov 14th 2015,Urijah Hall,Robert Whittaker,-185,-162,-155,+5.4%▲
UFC Fight Night 75: Nelson vs. Barnett Sep 26th 2015,Urijah Hall,Gegard Mousasi,+250,+325,+330,+18.2%▲
UFC Fight Night 59: McGregor vs. Siver Jan 18th 2015,Urijah Hall,Ron Stallings,-900,-1000,-900,-0.5%▼
UFC: The Ultimate Fighter 17 Finale Apr 13th 2013,Urijah Hall,Kelvin Gastelum,-300,-310,-285,+0.2%▲
UFC on ESPN+ 34: Overeem vs. Sakai Sep 5th 2020,Bartosz Fabinski,Andre Muniz,-140,-160,-149,-3.9%▼
UFC Fight Night 140: Magny vs. Ponzinibbio Nov 17th 2018,Bartosz Fabinski,Michel Prazeres,+280,+120,+125,-70.4%▼
UFC Fight Night 134: Shogun vs. Smith Jul 22nd 2018,Bartosz Fabinski,Emil Meek,+205,+120,+128,-36.2%▼
UFC Fight Night 78: Magny vs. Gastelum Nov 21st 2015,Bartosz Fabinski,Hector Urbina,-230,-180,-175,+8.1%▲
UFC Fight Night 64: Gonzaga vs. Cro Cop II Apr 11th 2015,Bartosz Fabinski,Garreth McLellan,-155,-139,-135,+4.9%▲
UFC on ESPN 22: Whittaker vs. Gastelum Apr 17th 2021,Bartosz Fabinski,Gerald Meerschaert,-150,-130,-120,+7.4%▲
UFC 283 Jan 21st 2023,Zarah Fairn,Josiane Nunes,+275,+390,+500,+28.8%▲
UFC on ESPN+ 27: Benavidez vs. Figueiredo Feb 29th 2020,Zarah Fairn,Felicia Spencer,+450,+500,+550,+13.1%▲
UFC on ESPN: Barboza vs. Chikadze Aug 28th 2021,Zarah Fairn,Joselyne Edwards,,,,
UFC Fight Night: Gane vs. Tuivasa Sep 3rd 2022,Zarah Fairn Dos Santos,Ailin Perez,+200,+200,+200,
